organisationunitid,organisationunitname,province_name,province_code,organisationunitcode,2015-06-27,2016-06-26,2017-06-26,2018-06-26,2019-06-27,2020-06-26,2021-06-26,2022-06-26,2023-06-27,2024-06-26,2025-06-26,2015-09-29,2016-09-28,2017-09-28,2018-09-28,2019-09-29,2020-09-28,2021-09-28,2022-09-28,2023-09-29,2024-09-28,2025-09-28,2015-04-25,2016-04-24,2017-04-25,2018-04-25,2019-04-25,2020-04-24,2021-04-25,2022-04-25,2023-04-25,2024-04-24,2025-04-25,2015-08-29,2016-08-28,2017-08-28,2018-08-28,2019-08-29,2020-08-28,2021-08-28,2022-08-28,2023-08-29,2024-08-28,2025-08-28,2016-03-25,2017-03-25,2018-03-26,2019-03-26,2020-03-25,2021-03-25,2022-03-26,2023-03-26,2024-03-25,2025-03-25,2016-02-24,2017-02-23,2018-02-24,2019-02-24,2020-02-24,2021-02-24,2022-02-24,2023-02-24,2024-02-24,2025-02-24,2015-05-26,2016-05-25,2017-05-26,2018-05-26,2019-05-26,2020-05-25,2021-05-26,2022-05-26,2023-05-26,2024-05-25,2025-05-26,2015-10-29,2016-10-28,2017-10-29,2018-10-29,2019-10-29,2020-10-28,2021-10-29,2022-10-29,2023-10-29,2024-10-28,2025-10-29,2016-01-26,2017-01-25,2018-01-26,2019-01-26,2020-01-26,2021-01-25,2022-01-26,2023-01-26,2024-01-26,2025-01-25,2015-11-28,2016-11-27,2017-11-28,2018-11-28,2019-11-28,2020-11-27,2021-11-28,2022-11-28,2023-11-28,2024-11-27,2025-11-28,2015-12-27,2016-12-27,2017-12-27,2018-12-27,2019-12-28,2020-12-27,2021-12-27,2022-12-27,2023-12-28,2024-12-27,2015-07-28,2016-07-27,2017-07-27,2018-07-28,2019-07-28,2020-07-27,2021-07-27,2022-07-28,2023-07-28,2024-07-27,2025-07-28
QfZ2pVPRFmz,304 DHADING,3 Bagmati Province,3,304,14.0,12.0,21.0,11.0,13.0,23.0,11.0,6.0,28.0,105.0,46.0,7.0,28.0,23.0,16.0,10.0,23.0,9.0,11.0,42.0,36.0,33.0,3.0,1.0,4.0,3.0,5.0,9.0,3.0,3.0,5.0,6.0,11.0,15.0,21.0,27.0,12.0,13.0,24.0,19.0,19.0,23.0,27.0,24.0,0,5.0,0,1.0,4.0,2.0,0,9.0,1.0,7.0,0,0,15.0,0,1.0,0,0,0,0,49.0,9.0,10.0,12.0,7.0,6.0,22.0,3.0,11.0,21.0,106.0,49.0,2.0,5.0,8.0,6.0,1.0,6.0,1.0,6.0,11.0,30.0,33.0,1.0,2.0,0,0,4.0,0,1.0,1.0,0,2.0,5.0,1.0,1.0,2.0,1.0,1.0,0,2.0,7.0,17.0,44.0,0,1.0,1.0,4.0,4.0,0,0,0,0,7.0,14.0,19.0,22.0,10.0,18.0,28.0,22.0,26.0,38.0,35.0,206.0
q7VB2VrUr83,404 MYAGDI,4 Gandaki Province,4,404,0,4.0,7.0,15.0,11.0,9.0,8.0,5.0,7.0,9.0,8.0,4.0,2.0,3.0,3.0,5.0,8.0,7.0,4.0,2.0,9.0,3.0,0,0,1.0,2.0,1.0,1.0,0,2.0,0,0,0,3.0,7.0,7.0,18.0,11.0,7.0,7.0,6.0,9.0,9.0,4.0,0,0,1.0,1.0,0,0,1.0,0,0,1.0,0,0,0,3.0,0,0,0,0,0,0,2.0,1.0,2.0,9.0,15.0,2.0,3.0,4.0,3.0,1.0,1.0,0,0,1.0,1.0,2.0,0,3.0,7.0,2.0,2.0,1.0,0,0,0,2.0,0,0,2.0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,0,0,0,0,2.0,3.0,0,0,0,0,0,0,3.0,11.0,6.0,25.0,11.0,4.0,6.0,8.0,4.0,8.0,12.0
EXKX4gJ9D6Y,205 SARLAHI,2 Madhesh Province,2,205,0,0,0,0,35.0,18.0,22.0,19.0,27.0,127.0,320.0,97.0,0,0,14.0,22.0,27.0,14.0,44.0,88.0,109.0,0,57.0,49.0,56.0,0,9.0,10.0,8.0,5.0,3.0,45.0,89.0,133.0,0,0,15.0,0,19.0,19.0,15.0,194.0,93.0,1.0,31.0,62.0,0,8.0,12.0,10.0,8.0,2.0,45.0,4.0,10.0,0,0,2.0,3.0,8.0,15.0,20.0,3.0,5.0,134.0,87.0,110.0,0,16.0,9.0,21.0,18.0,10.0,107.0,28.0,36.0,0,0,12.0,9.0,13.0,11.0,5.0,44.0,86.0,0,6.0,0,0,0,1.0,0,0,2.0,4.0,3.0,18.0,0,0,7.0,1.0,8.0,9.0,10.0,21.0,20.0,16.0,0,0,0,2.0,0,6.0,3.0,10.0,10.0,35.0,137.0,0,65.0,23.0,27.0,35.0,22.0,20.0,0,128.0,17.0
t9XsLKdMwA1,709 KANCHANPUR,7 Sudurpashchim Province,7,709,11.0,0,0,11.0,185.0,9.0,16.0,5.0,31.0,34.0,34.0,7.0,0,0,0,4.0,8.0,17.0,13.0,38.0,12.0,10.0,0,0,0,0,0,4.0,0,0,0,8.0,5.0,0,0,11.0,9.0,0,0,6.0,10.0,14.0,14.0,18.0,0,0,0,0,0,0,0,2.0,0,1.0,0,0,0,0,2.0,1.0,6.0,0,0,2.0,6.0,1.0,0,7.0,2.0,8.0,0,0,0,12.0,15.0,0,0,0,1.0,0,0,7.0,0,3.0,10.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,1.0,0,0,0,0,1.0,2.0,0,8.0,9.0,5.0,0,19.0,5.0,22.0,18.0,77.0
HfIRB3HRHvk,307 BHAKTAPUR,3 Bagmati Province,3,307,2.0,2.0,0,0,1.0,4.0,1.0,12.0,1.0,3.0,2.0,0,0,2.0,0,0,1.0,4.0,0,1.0,0,0,4.0,0,0,0,0,0,0,0,0,0,1.0,3.0,1.0,0,0,6.0,1.0,0,2.0,3.0,1.0,4.0,0,2.0,54.0,0,0,0,2.0,0,1.0,0,0,0,0,1.0,0,1.0,4.0,0,2.0,0,1.0,2.0,0,3.0,1.0,1.0,2.0,2.0,0,3.0,0,0,0,0,0,1.0,2.0,0,1.0,0,2.0,1.0,0,0,0,0,0,2.0,0,0,0,3.0,2.0,0,0,0,0,0,2.0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,3.0,0,2.0,0,0,0,1.0,2.0,2.0,5.0,1.0,14.0
hasbXH0dTqM,106 BHOJPUR,1 Koshi Province,1,106,7.0,6.0,10.0,3.0,7.0,8.0,2.0,4.0,9.0,5.0,9.0,6.0,10.0,5.0,7.0,4.0,4.0,3.0,6.0,1.0,4.0,0,2.0,0,0,1.0,0,0,2.0,1.0,0,1.0,2.0,6.0,10.0,0,4.0,5.0,6.0,4.0,2.0,5.0,7.0,12.0,1.0,0,0,0,0,1.0,0,0,0,4.0,0,2.0,1.0,1.0,0,0,0,0,0,19.0,5.0,3.0,8.0,4.0,5.0,15.0,3.0,2.0,3.0,10.0,5.0,0,1.0,0,1.0,2.0,2.0,0,0,2.0,3.0,5.0,0,0,1.0,0,0,0,0,1.0,0,2.0,0,2.0,0,0,2.0,0,0,0,1.0,0,26.0,0,0,0,0,0,0,0,0,1.0,1.0,11.0,7.0,6.0,6.0,2.0,4.0,5.0,7.0,4.0,7.0,65.0
P53hVYydxdc,607 JAJARKOT,6 Karnali Province,6,607,3.0,1.0,0,1.0,15.0,2.0,5.0,5.0,0,8.0,0,1.0,0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0,0,0,8.0,1.0,3.0,1.0,0,3.0,0,0,6.0,5.0,0,1.0,60.0,4.0,5.0,1.0,15.0,2.0,1.0,0,0,0,0,0,3.0,0,5.0,0,0,0,0,0,0,0,3.0,1.0,0,0,5.0,0,0,0,15.0,0,5.0,4.0,2.0,4.0,2.0,0,0,1.0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0,0,0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,10.0,3.0,4.0,2.0,2.0,4.0,5.0,9.0,0,4.0,14.0
bWmwn3sMsG0,506 PALPA,5 Lumbini Province,5,506,52.0,77.0,69.0,72.0,38.0,32.0,70.0,75.0,4.0,47.0,41.0,36.0,47.0,64.0,51.0,112.0,77.0,66.0,3.0,58.0,67.0,43.0,17.0,4.0,29.0,12.0,27.0,22.0,12.0,18.0,0,5.0,5.0,74.0,82.0,79.0,62.0,144.0,50.0,58.0,16.0,67.0,92.0,57.0,2.0,2.0,14.0,10.0,5.0,15.0,17.0,0,4.0,3.0,1.0,0,2.0,16.0,2.0,4.0,3.0,4.0,1.0,1.0,35.0,27.0,42.0,39.0,48.0,48.0,47.0,34.0,2.0,28.0,23.0,8.0,23.0,33.0,14.0,86.0,27.0,32.0,60.0,22.0,21.0,23.0,0,1.0,2.0,1.0,0,0,1.0,0,0,0,3.0,2.0,1.0,0,15.0,1.0,2.0,0,3.0,3.0,3.0,1.0,1.0,3.0,0,2.0,0,0,0,0,0,48.0,78.0,67.0,62.0,70.0,53.0,72.0,7.0,95.0,50.0,238.0
RSAZqrdfXy5,708 KAILALI,7 Sudurpashchim Province,7,708,25.0,16.0,10.0,1.0,0,8.0,6.0,12.0,0,15.0,16.0,14.0,16.0,6.0,0,3.0,1.0,2.0,3.0,7.0,3.0,3.0,14.0,3.0,28.0,0,2.0,0,1.0,2.0,6.0,0,0,65.0,36.0,14.0,12.0,1.0,0,1.0,5.0,19.0,1.0,6.0,6.0,1.0,0,0,0,0,6.0,0,0,0,9.0,1.0,9.0,0,0,0,0,0,13.0,25.0,26.0,9.0,16.0,0,2.0,3.0,2.0,0,0,1.0,17.0,2.0,22.0,0,0,2.0,8.0,1.0,0,55.0,0,3.0,0,1.0,20.0,0,0,0,1.0,0,0,6.0,0,3.0,1.0,0,0,9.0,0,0,3.0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,56.0,47.0,2.0,1.0,0,9.0,0,0,3.0,23.0,54.0
PdRpVxkVd9a,511 BANKE,5 Lumbini Province,5,511,0,0,0,0,0,0,0,0,50.0,15.0,0,0,0,0,0,0,0,0,3.0,13.0,6.0,11.0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,2.0,12.0,26.0,16.0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,3.0,1.0,0,1.0,0,24.0,0,31.0
BITtrV4c0xf,608 RUKUM WEST,6 Karnali Province,6,608,5.0,5.0,4.0,9.0,5.0,11.0,6.0,2.0,4.0,31.0,6.0,1.0,6.0,5.0,7.0,0,9.0,7.0,21.0,3.0,65.0,13.0,0,2.0,5.0,0,0,3.0,0,2.0,2.0,0,2.0,7.0,25.0,10.0,5.0,13.0,11.0,19.0,6.0,43.0,69.0,11.0,0,3.0,0,0,1.0,1.0,0,0,0,0,0,4.0,6.0,0,0,0,0,0,0,0,0,3.0,0,4.0,4.0,5.0,9.0,3.0,2.0,6.0,4.0,0,3.0,1.0,3.0,1.0,0,9.0,2.0,1.0,5.0,3.0,0,0,2.0,0,0,0,1.0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,1.0,0,0,0,3.0,0,2.0,0,0,0,0,8.0,6.0,10.0,8.0,18.0,11.0,14.0,27.0,7.0,41.0,82.0
xGQwwqLQ819,502 ROLPA,5 Lumbini Province,5,502,1.0,7.0,2.0,6.0,13.0,7.0,15.0,12.0,7.0,3.0,6.0,3.0,9.0,3.0,4.0,2.0,16.0,10.0,10.0,4.0,20.0,4.0,0,0,0,5.0,1.0,0,1.0,0,0,1.0,2.0,7.0,10.0,10.0,4.0,15.0,17.0,161.0,21.0,11.0,18.0,14.0,0,1.0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,4.0,1.0,2.0,8.0,6.0,8.0,16.0,5.0,0,2.0,3.0,0,1.0,6.0,0,5.0,2.0,2.0,3.0,0,0,0,1.0,3.0,5.0,0,0,0,0,0,0,0,1.0,0,1.0,0,0,0,0,4.0,0,0,0,0,0,1.0,0,0,1.0,0,1.0,5.0,8.0,21.0,8.0,31.0,27.0,33.0,15.0,9.0,37.0
PUPCyKcUwlS,201 SAPTARI,2 Madhesh Province,2,201,4.0,0,171.0,0,0,0,16.0,31.0,118.0,23.0,19.0,0,14.0,393.0,0,0,0,18.0,49.0,75.0,18.0,0,15.0,5.0,158.0,0,3.0,0,2.0,7.0,72.0,8.0,13.0,20.0,8.0,11.0,0,0,1.0,16.0,105.0,26.0,18.0,31.0,7.0,6.0,0,0,0,0,3.0,32.0,19.0,12.0,5.0,6.0,0,0,0,0,3.0,61.0,18.0,0,37.0,0,8.0,24.0,0,0,4.0,19.0,3.0,11.0,16.0,10.0,14.0,3.0,0,0,0,23.0,107.0,81.0,15.0,0,5.0,6.0,0,0,0,0,1.0,80.0,18.0,1.0,0,5.0,0,4.0,0,0,9.0,114.0,1.0,67.0,0,6.0,6.0,0,0,0,0,2.0,34.0,69.0,5.0,20.0,0,0,6.0,0,0,6.0,44.0,25.0,13.0,99.0
YnUoe8z0OJY,401 GORKHA,4 Gandaki Province,4,401,23.0,22.0,5.0,12.0,11.0,18.0,22.0,20.0,26.0,19.0,9.0,16.0,13.0,5.0,6.0,12.0,3.0,20.0,10.0,11.0,23.0,5.0,5.0,3.0,1.0,0,6.0,3.0,5.0,3.0,5.0,1.0,11.0,13.0,9.0,14.0,13.0,13.0,28.0,11.0,5.0,15.0,10.0,12.0,3.0,1.0,5.0,2.0,2.0,2.0,0,0,0,2.0,0,0,0,0,0,1.0,3.0,0,0,0,6.0,11.0,7.0,12.0,19.0,32.0,12.0,6.0,12.0,5.0,1.0,2.0,2.0,14.0,6.0,4.0,3.0,2.0,0,3.0,7.0,2.0,0,0,0,0,0,0,0,0,0,0,2.0,0,8.0,0,2.0,0,0,1.0,0,0,1.0,0,0,8.0,0,1.0,0,0,0,0,0,14.0,21.0,9.0,13.0,16.0,16.0,12.0,15.0,30.0,21.0,56.0
N7ioObCpMP3,503 PYUTHAN,5 Lumbini Province,5,503,0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,4.0,243.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,4.0,11.0,46.0,2.0,0,0,0,0,1.0,0,0,0,0,0,3.0,1.0,1.0,5.0,6.0,3.0,2.0,6.0,3.0,6.0,45.0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,3.0,0,3.0,1.0,1.0,1.0,0,1.0,0,3.0,2.0,0,0,0,2.0,2.0,2.0,0,1.0,8.0,11.0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,4.0,7.0,3.0,12.0,5.0,3.0,2.0,7.0,4.0,58.0,109.0
mMGyx6JG7wj,311 SINDHULI,3 Bagmati Province,3,311,22.0,5.0,8.0,51.0,24.0,57.0,45.0,47.0,83.0,74.0,61.0,13.0,2.0,9.0,31.0,22.0,69.0,25.0,29.0,59.0,64.0,44.0,2.0,2.0,9.0,2.0,6.0,2.0,19.0,11.0,18.0,16.0,33.0,32.0,12.0,19.0,31.0,34.0,58.0,31.0,52.0,74.0,74.0,46.0,1.0,0,1.0,5.0,5.0,2.0,5.0,0,0,6.0,0,0,0,1.0,0,0,0,0,0,1.0,48.0,25.0,4.0,25.0,9.0,30.0,17.0,35.0,36.0,32.0,47.0,22.0,5.0,5.0,1.0,4.0,27.0,8.0,28.0,39.0,9.0,24.0,0,0,0,0,0,3.0,2.0,1.0,9.0,8.0,2.0,0,0,2.0,0,0,1.0,2.0,7.0,11.0,2.0,0,0,1.0,0,1.0,2.0,0,3.0,10.0,13.0,41.0,12.0,13.0,36.0,14.0,49.0,37.0,45.0,65.0,107.0,268.0
IOHIfpVUJGp,301 DOLAKHA,3 Bagmati Province,3,301,17.0,11.0,14.0,6.0,5.0,10.0,6.0,12.0,13.0,8.0,5.0,7.0,5.0,12.0,7.0,1.0,8.0,0,5.0,9.0,9.0,9.0,0,2.0,2.0,2.0,3.0,2.0,0,0,3.0,5.0,1.0,5.0,10.0,7.0,9.0,6.0,2.0,7.0,16.0,4.0,3.0,4.0,0,1.0,0,4.0,5.0,0,1.0,5.0,0,0,0,0,0,0,2.0,0,0,2.0,0,1.0,3.0,6.0,9.0,6.0,4.0,9.0,3.0,4.0,2.0,2.0,4.0,7.0,7.0,3.0,2.0,0,2.0,1.0,5.0,2.0,2.0,0,0,0,0,0,0,0,0,5.0,0,0,4.0,0,0,0,0,0,1.0,10.0,2.0,9.0,2.0,0,0,0,0,0,0,0,9.0,0,0,9.0,16.0,17.0,6.0,9.0,11.0,3.0,6.0,11.0,5.0,27.0
l8tZrJ55yzg,408 NAWALPARASI EAST,4 Gandaki Province,4,408,34.0,59.0,4.0,1.0,43.0,9.0,91.0,120.0,137.0,140.0,159.0,12.0,22.0,4.0,19.0,0,53.0,90.0,63.0,103.0,52.0,88.0,14.0,10.0,1.0,0,48.0,24.0,22.0,57.0,30.0,41.0,48.0,34.0,13.0,4.0,3.0,29.0,78.0,68.0,83.0,136.0,111.0,104.0,3.0,3.0,0,6.0,14.0,19.0,27.0,16.0,39.0,32.0,0,1.0,0,3.0,6.0,12.0,5.0,11.0,5.0,9.0,31.0,39.0,1.0,0,1.0,58.0,60.0,106.0,47.0,109.0,84.0,13.0,17.0,1.0,0,2.0,45.0,25.0,40.0,50.0,56.0,43.0,0,0,0,1.0,0,6.0,0,4.0,2.0,14.0,2.0,2.0,0,2.0,3.0,10.0,8.0,25.0,16.0,25.0,7.0,5.0,5.0,0,0,0,5.0,2.0,1.0,10.0,8.0,49.0,41.0,5.0,9.0,44.0,65.0,101.0,106.0,164.0,141.0,474.0
ZIo35uAAfZo,406 LAMJUNG,4 Gandaki Province,4,406,17.0,52.0,17.0,18.0,15.0,9.0,3.0,16.0,4.0,14.0,19.0,22.0,7.0,9.0,11.0,8.0,7.0,15.0,6.0,31.0,12.0,23.0,1.0,2.0,6.0,7.0,1.0,7.0,6.0,4.0,11.0,5.0,3.0,16.0,20.0,20.0,24.0,8.0,6.0,26.0,7.0,11.0,15.0,16.0,6.0,0,2.0,0,2.0,0,2.0,1.0,0,1.0,1.0,0,0,0,0,1.0,0,0,0,0,5.0,33.0,13.0,16.0,7.0,6.0,6.0,9.0,5.0,4.0,5.0,8.0,2.0,5.0,3.0,3.0,0,11.0,1.0,3.0,10.0,7.0,6.0,0,2.0,0,0,0,0,0,0,0,0,4.0,2.0,0,1.0,1.0,2.0,0,0,4.0,0,8.0,0,0,0,0,0,0,0,0,0,22.0,20.0,14.0,18.0,12.0,8.0,12.0,5.0,18.0,10.0,66.0
VoOb1wMwKp0,110 ILAM,1 Koshi Province,1,110,0,0,2.0,1.0,2.0,2.0,0,3.0,1.0,8.0,20.0,0,2.0,0,1.0,0,0,0,0,0,12.0,0,0,0,2.0,0,1.0,0,0,0,0,0,30.0,0,1.0,1.0,0,0,0,0,0,7.0,3.0,39.0,0,0,0,0,0,0,0,0,10.0,15.0,0,0,0,0,0,0,0,2.0,0,18.0,4.0,1.0,0,0,0,4.0,0,0,1.0,6.0,18.0,0,1.0,0,0,0,0,0,0,0,15.0,0,0,0,0,2.0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,2.0,13.0,0,0,0,0,0,0,0,8.0,0,11.0,0,1.0,0,0,0,1.0,0,0,2.0,0,156.0
A3TeVhjjS2u,411 BAGLUNG,4 Gandaki Province,4,411,8.0,19.0,12.0,28.0,14.0,29.0,19.0,18.0,21.0,20.0,13.0,8.0,14.0,6.0,11.0,6.0,10.0,12.0,7.0,16.0,13.0,7.0,1.0,2.0,1.0,2.0,4.0,5.0,5.0,0,0,0,2.0,14.0,14.0,10.0,16.0,14.0,23.0,17.0,23.0,26.0,17.0,14.0,2.0,1.0,0,2.0,0,18.0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,1.0,2.0,10.0,13.0,7.0,7.0,20.0,17.0,7.0,3.0,6.0,6.0,3.0,5.0,3.0,7.0,11.0,4.0,2.0,11.0,1.0,4.0,3.0,0,1.0,1.0,0,0,0,0,0,0,0,0,2.0,1.0,0,4.0,0,1.0,0,1.0,1.0,0,0,2.0,1.0,0,0,0,3.0,0,0,0,16.0,26.0,22.0,10.0,9.0,24.0,26.0,25.0,9.0,21.0,48.0
SJQ2e9HUvaG,605 KALIKOT,6 Karnali Province,6,605,2.0,2.0,0,0,0,0,0,0,1.0,1.0,2.0,0,0,0,0,1.0,0,2.0,1.0,1.0,2.0,8.0,0,0,0,0,0,1.0,0,1.0,0,0,0,2.0,1.0,0,1.0,1.0,2.0,0,1.0,8.0,3.0,18.0,0,0,0,1.0,0,0,0,0,0,1.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,1.0,0,3.0,0,0,4.0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,1.0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,60.0
D51gR5DC5vt,604 JUMLA,6 Karnali Province,6,604,0,2.0,1.0,0,1.0,1.0,0,5.0,0,3.0,0,0,3.0,0,0,0,1.0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,0,0,6.0,0,0,0,0,0,5.0,0,0,3.0,3.0,0,0,0,0,0,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,2.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,0,0,7.0,5.0,0
eW2b8SUYRWt,107 DHANKUTA,1 Koshi Province,1,107,5.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,3.0,5.0,10.0,9.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,0,1.0,1.0,0,1.0,1.0,2.0,0,0,2.0,2.0,0,19.0,7.0,8.0,3.0,5.0,5.0,7.0,4.0,0,2.0,5.0,6.0,0,0,0,1.0,0,0,1.0,0,0,8.0,0,10.0,0,0,0,0,0,0,0,4.0,1.0,7.0,2.0,4.0,1.0,4.0,3.0,3.0,2.0,4.0,0,3.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,8.0,1.0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,12.0,1.0,2.0,8.0,5.0,3.0,2.0,3.0,10.0
Wep3D4POB3H,103 SOLUKHUMBU,1 Koshi Province,1,103,5.0,5.0,10.0,3.0,10.0,12.0,6.0,13.0,16.0,9.0,7.0,1.0,2.0,0,3.0,7.0,7.0,8.0,1.0,7.0,16.0,7.0,0,1.0,2.0,2.0,2.0,0,1.0,3.0,1.0,1.0,0,11.0,8.0,6.0,7.0,10.0,12.0,2.0,9.0,16.0,11.0,10.0,1.0,0,0,0,1.0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,2.0,0,19.0,3.0,1.0,4.0,2.0,6.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0,2.0,3.0,0,2.0,0,0,1.0,4.0,0,0,10.0,0,0,0,0,1.0,2.0,0,0,0,0,2.0,5.0,0,0,0,0,0,0,0,1.0,0,1.0,19.0,6.0,10.0,8.0,4.0,9.0,1.0,7.0,28.0,4.0,71.0
uyGkoQ4F9rT,705 DADELDHURA,7 Sudurpashchim Province,7,705,3.0,4.0,8.0,8.0,0,3.0,0,4.0,1.0,7.0,10.0,5.0,6.0,2.0,9.0,1.0,0,0,0,8.0,5.0,2.0,6.0,2.0,1.0,1.0,0,0,0,0,0,1.0,1.0,12.0,7.0,10.0,15.0,1.0,0,0,4.0,3.0,12.0,5.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,1.0,0,7.0,9.0,2.0,9.0,2.0,4.0,0,0,0,3.0,0,1.0,0,0,2.0,0,0,1.0,2.0,0,1.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,12.0,0,0,16.0,0,0,0,0,0,0,0,8.0,8.0,10.0,6.0,1.0,2.0,1.0,6.0,14.0,14.0,19.0
U8Rk7sYzFmK,302 SINDHUPALCHOK,3 Bagmati Province,3,302,18.0,18.0,9.0,11.0,14.0,16.0,18.0,7.0,9.0,30.0,24.0,8.0,1.0,2.0,7.0,5.0,9.0,11.0,37.0,15.0,43.0,16.0,0,4.0,3.0,1.0,2.0,7.0,1.0,0,0,3.0,3.0,22.0,5.0,4.0,7.0,11.0,13.0,9.0,8.0,16.0,14.0,41.0,0,3.0,1.0,0,0,1.0,0,18.0,1.0,3.0,5.0,2.0,0,14.0,0,0,0,0,0,0,9.0,7.0,1.0,4.0,16.0,7.0,3.0,6.0,16.0,6.0,24.0,6.0,1.0,2.0,0,2.0,2.0,3.0,4.0,4.0,6.0,6.0,0,0,0,0,0,0,2.0,0,1.0,1.0,1.0,0,0,0,1.0,0,3.0,2.0,1.0,6.0,0,2.0,4.0,1.0,0,0,0,0,0,0,1.0,19.0,7.0,19.0,12.0,19.0,11.0,16.0,18.0,11.0,24.0,93.0
ZVmULoI6vcV,309 KAVREPALANCHOK,3 Bagmati Province,3,309,13.0,9.0,14.0,19.0,22.0,8.0,7.0,7.0,19.0,9.0,27.0,16.0,8.0,12.0,11.0,18.0,5.0,12.0,2.0,13.0,11.0,8.0,2.0,3.0,0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,27.0,26.0,8.0,33.0,14.0,30.0,20.0,9.0,8.0,15.0,7.0,17.0,0,1.0,0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,0,0,2.0,0,0,0,0,2.0,0,0,3.0,5.0,0,3.0,1.0,2.0,7.0,4.0,2.0,6.0,30.0,0,7.0,0,1.0,7.0,15.0,3.0,17.0,2.0,9.0,5.0,0,0,0,5.0,0,0,0,0,0,1.0,2.0,0,0,0,9.0,0,1.0,0,0,4.0,1.0,0,0,0,0,0,0,5.0,21.0,0,1.0,17.0,18.0,20.0,8.0,23.0,27.0,11.0,10.0,8.0,12.0,45.0
Yacp1fLlWut,402 MANANG,4 Gandaki Province,4,402,0,4.0,0,0,0,4.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0
